,e1,e2,time,r
4183,SZ000750,SH601901,2020-04-30 16:24:00,same_industry
1478,SZ002405,SH601668,2020-05-02 19:51:00,same_industry
2341,SH601668,SZ002405,2020-05-02 19:51:00,same_industry
5445,SH600648,SH600150,2020-05-03 02:10:00,supply
5480,SH600150,SH600648,2020-05-03 02:10:00,supply
843,SH601066,SH601236,2020-05-04 02:01:00,same_industry
425,SH601236,SH601066,2020-05-04 02:01:00,same_industry
3621,SH601398,SH601916,2020-05-04 09:08:00,same_industry
2506,SH601916,SH601398,2020-05-04 09:08:00,same_industry
6103,SZ002468,SH600233,2020-05-06 20:01:00,cooperate
5766,SH600233,SZ002468,2020-05-06 20:01:00,cooperate
2705,SH600837,SH601995,2020-05-07 20:59:00,same_industry
1386,SH601995,SH600837,2020-05-07 20:59:00,same_industry
386,SH603019,SH601728,2020-05-07 22:22:00,same_industry
671,SH601728,SH603019,2020-05-07 22:22:00,same_industry
8821,SZ002142,SZ000001,2020-05-08 07:01:00,fall
8635,SZ000001,SZ002142,2020-05-08 07:01:00,fall
3842,SZ000858,SH601066,2020-05-08 08:25:00,same_industry
865,SH601066,SZ000858,2020-05-08 08:25:00,same_industry
3385,SH600705,SH600390,2020-05-08 13:36:00,same_industry
4094,SH600390,SH600705,2020-05-08 13:36:00,same_industry
3353,SH600570,SZ300059,2020-05-09 21:39:00,same_industry
3438,SZ300059,SH600570,2020-05-09 21:39:00,same_industry
3411,SZ300059,SH600570,2020-05-09 21:52:00,same_industry
3356,SH600570,SZ300059,2020-05-09 21:52:00,same_industry
1742,SH601818,SH601998,2020-05-09 23:18:00,same_industry
2746,SH601998,SH601818,2020-05-09 23:18:00,same_industry
12898,SZ300142,SZ300601,2020-05-10 11:29:00,dispute
12760,SZ300601,SZ300142,2020-05-10 11:29:00,dispute
3004,SZ300142,SZ300601,2020-05-10 11:29:00,same_industry
777,SZ300601,SZ300142,2020-05-10 11:29:00,same_industry
929,SH603288,SH600585,2020-05-11 12:45:00,same_industry
428,SH600585,SH603288,2020-05-11 12:45:00,same_industry
2398,SZ002673,SH601990,2020-05-11 23:47:00,same_industry
3709,SH601990,SZ002673,2020-05-11 23:47:00,same_industry
911,SZ002146,SH600325,2020-05-12 05:51:00,same_industry
3494,SH600325,SZ002146,2020-05-12 05:51:00,same_industry
8826,SH601857,SH600028,2020-05-12 10:10:00,fall
8374,SH600028,SH601857,2020-05-12 10:10:00,fall
3551,SH600977,SZ300251,2020-05-12 16:19:00,same_industry
3199,SZ300251,SH600977,2020-05-12 16:19:00,same_industry
7416,SH603882,SH601728,2020-05-12 18:26:00,cooperate
6069,SH601728,SH603882,2020-05-12 18:26:00,cooperate
447,SZ300433,SZ300750,2020-05-13 06:38:00,same_industry
1093,SZ300750,SZ300433,2020-05-13 06:38:00,same_industry
371,SH600600,SH603517,2020-05-13 12:56:00,same_industry
2375,SH603517,SH600600,2020-05-13 12:56:00,same_industry
287,SZ002008,SZ002001,2020-05-13 13:05:00,same_industry
2091,SZ002001,SZ002008,2020-05-13 13:05:00,same_industry
12197,SH601166,SZ300058,2020-05-13 16:32:00,be_increased_holding
12258,SZ300058,SH601166,2020-05-13 16:32:00,be_increased_holding
3682,SZ300058,SH601166,2020-05-13 16:37:00,same_industry
2419,SH601166,SZ300058,2020-05-13 16:37:00,same_industry
2257,SZ000977,SZ000938,2020-05-13 17:36:00,same_industry
3522,SZ000938,SZ000977,2020-05-13 17:36:00,same_industry
8022,SH601628,SH601601,2020-05-14 11:44:00,fall
8727,SH601601,SH601628,2020-05-14 11:44:00,fall
6061,SH601728,SZ001979,2020-05-14 18:28:00,cooperate
7461,SZ001979,SH601728,2020-05-14 18:28:00,cooperate
6423,SH600036,SH601988,2020-05-14 20:25:00,cooperate
5706,SH601988,SH600036,2020-05-14 20:25:00,cooperate
2853,SH600030,SZ000063,2020-05-15 08:28:00,same_industry
2072,SZ000063,SH600030,2020-05-15 08:28:00,same_industry
1539,SH600050,SH600837,2020-05-15 18:05:00,same_industry
2724,SH600837,SH600050,2020-05-15 18:05:00,same_industry
2922,SH600030,SH601166,2020-05-16 05:53:00,same_industry
2405,SH601166,SH600030,2020-05-16 05:53:00,same_industry
3565,SH601788,SZ002736,2020-05-16 15:55:00,same_industry
278,SZ002736,SH601788,2020-05-16 15:55:00,same_industry
4188,SZ000750,SH600030,2020-05-17 08:13:00,same_industry
2846,SH600030,SZ000750,2020-05-17 08:13:00,same_industry
9353,SH600547,SH600519,2020-05-18 17:32:00,rise
9418,SZ000002,SZ300760,2020-05-18 17:32:00,rise
10657,SZ300760,SZ000002,2020-05-18 17:32:00,rise
9764,SH600519,SH600547,2020-05-18 17:32:00,rise
3892,SH601688,SH600958,2020-05-19 06:15:00,same_industry
1175,SH600958,SH601688,2020-05-19 06:15:00,same_industry
5815,SH600068,SH600006,2020-05-19 08:26:00,cooperate
6707,SH600006,SH600068,2020-05-19 08:26:00,cooperate
10566,SZ000651,SZ000333,2020-05-19 09:51:00,rise
11062,SZ000333,SZ000651,2020-05-19 09:51:00,rise
927,SH603288,SH600276,2020-05-20 07:07:00,same_industry
208,SH600276,SH603288,2020-05-20 07:07:00,same_industry
6986,SH600150,SH601872,2020-05-20 10:02:00,cooperate
7259,SH601872,SH600150,2020-05-20 10:02:00,cooperate
11082,SZ002460,SH601377,2020-05-20 10:07:00,rise
9233,SH601377,SZ002460,2020-05-20 10:07:00,rise
9865,SZ300750,SH603659,2020-05-20 13:04:00,rise
9496,SH603659,SZ300750,2020-05-20 13:04:00,rise
5690,SZ000538,SH601995,2020-05-21 00:51:00,cooperate
6404,SH601995,SZ000538,2020-05-21 00:51:00,cooperate
7369,SH601878,SH600109,2020-05-21 09:41:00,cooperate
7117,SH600109,SH601878,2020-05-21 09:41:00,cooperate
12374,SH600642,SH600900,2020-05-21 15:54:00,be_reduced_holding
12382,SH600900,SH600642,2020-05-21 15:54:00,be_reduced_holding
7460,SZ001979,SH600999,2020-05-21 16:33:00,cooperate
5752,SH600999,SZ001979,2020-05-21 16:33:00,cooperate
2612,SH600109,SH601878,2020-05-21 20:10:00,same_industry
3132,SH601878,SH600109,2020-05-21 20:10:00,same_industry
776,SH600703,SZ000651,2020-05-21 20:12:00,same_industry
2228,SZ000651,SH600703,2020-05-21 20:12:00,same_industry
9158,SH600029,SH600115,2020-05-22 23:34:00,fall
8523,SH600115,SH600029,2020-05-22 23:34:00,fall
2221,SZ002602,SZ002607,2020-05-23 02:14:00,same_industry
2592,SZ002607,SZ002602,2020-05-23 02:14:00,same_industry
2189,SH601077,SH601916,2020-05-23 07:49:00,same_industry
2505,SH601916,SH601077,2020-05-23 07:49:00,same_industry
5444,SH600648,SH600717,2020-05-23 19:31:00,supply
5352,SH600717,SH600648,2020-05-23 19:31:00,supply
4688,SZ000541,SZ002074,2020-05-24 16:16:00,increase_holding
4793,SZ002074,SZ000541,2020-05-24 16:16:00,increase_holding
12567,SZ000541,SZ002074,2020-05-24 16:17:00,superior
12592,SZ002074,SZ000541,2020-05-24 16:17:00,superior
2962,SZ002074,SZ002594,2020-05-25 12:36:00,same_industry
1868,SZ002594,SZ002074,2020-05-25 12:36:00,same_industry
65,SH601988,SH600016,2020-05-25 22:04:00,same_industry
3461,SH600016,SH601988,2020-05-25 22:04:00,same_industry
7408,SZ002183,SZ000527,2020-05-26 14:21:00,cooperate
6673,SZ000527,SZ002183,2020-05-26 14:21:00,cooperate
6674,SZ000527,SZ002183,2020-05-26 14:22:00,cooperate
7411,SZ002183,SZ000527,2020-05-26 14:22:00,cooperate
1760,SH601155,SH600048,2020-05-26 16:35:00,same_industry
3052,SH600048,SH601155,2020-05-26 16:35:00,same_industry
1711,SH601231,SH600584,2020-05-26 21:54:00,same_industry
899,SH600584,SH601231,2020-05-26 21:54:00,same_industry
12211,SH601233,SZ000703,2020-05-27 15:04:00,be_increased_holding
12151,SZ000703,SH601233,2020-05-27 15:04:00,be_increased_holding
1970,SZ000776,SH601398,2020-05-27 15:05:00,same_industry
3629,SH601398,SZ000776,2020-05-27 15:05:00,same_industry
12360,SZ002673,SH600649,2020-05-27 17:29:00,be_reduced_holding
12295,SH600649,SZ002673,2020-05-27 17:29:00,be_reduced_holding
10839,SZ300450,SZ300750,2020-05-27 17:31:00,rise
10918,SH600887,SH601318,2020-05-27 17:31:00,rise
11564,SH601318,SH600887,2020-05-27 17:31:00,rise
9828,SZ300750,SZ300450,2020-05-27 17:31:00,rise
2267,SZ002429,SH600703,2020-05-27 21:11:00,same_industry
772,SH600703,SZ002429,2020-05-27 21:11:00,same_industry
2243,SZ000651,SZ002508,2020-05-27 21:20:00,same_industry
1764,SZ002508,SZ000651,2020-05-27 21:20:00,same_industry
866,SH601066,SH601108,2020-05-27 21:43:00,same_industry
1784,SH601108,SH601066,2020-05-27 21:43:00,same_industry
12001,SZ002074,SH600418,2020-05-28 11:00:00,invest
12031,SH600418,SZ002074,2020-05-28 11:00:00,invest
8512,SZ002594,SZ000063,2020-05-28 13:03:00,fall
8554,SZ000063,SZ002594,2020-05-28 13:03:00,fall
5522,SH603000,SZ002230,2020-05-28 13:33:00,supply
5163,SZ002230,SH603000,2020-05-28 13:33:00,supply
5424,SH600688,SH600028,2020-05-28 18:47:00,supply
5328,SH600028,SH600688,2020-05-28 18:47:00,supply
7484,SH600418,SZ002074,2020-05-29 10:41:00,cooperate
7263,SZ002074,SH600418,2020-05-29 10:41:00,cooperate
1275,SZ300136,SH600487,2020-05-29 12:12:00,same_industry
4153,SH600487,SZ300136,2020-05-29 12:12:00,same_industry
7370,SZ000951,SZ000680,2020-05-29 21:29:00,cooperate
6825,SZ000680,SZ000951,2020-05-29 21:29:00,cooperate
7805,SH601727,SH600816,2020-05-30 00:24:00,cooperate
5821,SH600816,SH601727,2020-05-30 00:24:00,cooperate
5822,SH600816,SH601727,2020-05-30 21:35:00,cooperate
7792,SH601727,SH600816,2020-05-30 21:35:00,cooperate
4095,SZ002821,SH601888,2020-05-31 10:10:00,same_industry
3227,SH601888,SZ002821,2020-05-31 10:10:00,same_industry
2682,SH600369,SZ000728,2020-06-01 06:14:00,same_industry
4107,SZ000728,SH600369,2020-06-01 06:14:00,same_industry
4093,SZ000581,SZ000631,2020-06-01 06:58:00,same_industry
4135,SZ000631,SZ000581,2020-06-01 06:58:00,same_industry
10704,SH600109,SH601990,2020-06-01 11:17:00,rise
11338,SH601990,SH600109,2020-06-01 11:17:00,rise
11129,SH600418,SZ002074,2020-06-01 15:32:00,rise
10845,SZ002074,SH600418,2020-06-01 15:32:00,rise
10848,SZ002074,SH600418,2020-06-01 15:33:00,rise
11127,SH600418,SZ002074,2020-06-01 15:33:00,rise
7401,SZ300033,SZ002460,2020-06-01 15:41:00,cooperate
7470,SZ002460,SZ300033,2020-06-01 15:41:00,cooperate
6752,SZ002594,SZ000625,2020-06-01 17:22:00,cooperate
7031,SZ000625,SZ002594,2020-06-01 17:22:00,cooperate
11790,SZ002074,SZ000541,2020-06-01 20:26:00,reduce_holding
11776,SZ000541,SZ002074,2020-06-01 20:26:00,reduce_holding
11457,SZ000039,SZ002008,2020-06-02 07:23:00,rise
9298,SZ002008,SZ000039,2020-06-02 07:23:00,rise
12375,SZ002074,SZ000541,2020-06-02 09:36:00,be_reduced_holding
12362,SZ000541,SZ002074,2020-06-02 09:36:00,be_reduced_holding
4418,SH600519,SH601398,2020-06-02 10:05:00,increase_holding
4917,SH601398,SH600519,2020-06-02 10:05:00,increase_holding
12653,SH600733,SZ002074,2020-06-02 12:20:00,superior
12589,SZ002074,SH600733,2020-06-02 12:20:00,superior
11552,SH601318,SH601601,2020-06-02 14:10:00,rise
10792,SH601601,SH601318,2020-06-02 14:10:00,rise
9480,SH601628,SZ002142,2020-06-03 09:45:00,rise
10954,SZ002142,SH601628,2020-06-03 09:45:00,rise
9715,SZ002475,SZ002415,2020-06-03 10:45:00,rise
9663,SZ002415,SZ002475,2020-06-03 10:45:00,rise
9346,SZ002292,SZ002400,2020-06-03 11:09:00,rise
10636,SZ002400,SZ002292,2020-06-03 11:09:00,rise
2359,SZ000625,SH600006,2020-06-03 13:17:00,same_industry
1832,SH600006,SZ000625,2020-06-03 13:17:00,same_industry
4332,SH603259,SH601888,2020-06-03 17:30:00,increase_holding
4842,SH601888,SH603259,2020-06-03 17:30:00,increase_holding
635,SH603259,SH601816,2020-06-03 18:16:00,same_industry
1582,SH601816,SH603259,2020-06-03 18:16:00,same_industry
5653,SH600031,SH601988,2020-06-03 18:47:00,supply
5067,SH601988,SH600031,2020-06-03 18:47:00,supply
947,SZ002475,SZ002456,2020-06-03 18:55:00,same_industry
3803,SZ002456,SZ002475,2020-06-03 18:55:00,same_industry
2277,SH600196,SZ002007,2020-06-03 21:51:00,same_industry
1646,SZ002007,SH600196,2020-06-03 21:51:00,same_industry
1952,SH600115,SH600029,2020-06-04 00:23:00,same_industry
4091,SH600029,SH600115,2020-06-04 00:23:00,same_industry
6307,SZ000088,SH601857,2020-06-04 07:58:00,cooperate
7348,SH601857,SZ000088,2020-06-04 07:58:00,cooperate
4611,SZ000776,SZ000623,2020-06-04 11:39:00,increase_holding
4921,SZ000623,SZ000776,2020-06-04 11:39:00,increase_holding
4223,SZ002608,SH601688,2020-06-04 16:27:00,increase_holding
4988,SH601688,SZ002608,2020-06-04 16:27:00,increase_holding
5528,SH600837,SH601995,2020-06-04 18:40:00,supply
5293,SH601995,SH600837,2020-06-04 18:40:00,supply
10208,SH603290,SH603392,2020-06-04 19:27:00,rise
9665,SH603392,SH603290,2020-06-04 19:27:00,rise
2678,SH600369,SZ000776,2020-06-04 23:56:00,same_industry
1969,SZ000776,SH600369,2020-06-04 23:56:00,same_industry
1941,SZ000686,SH601555,2020-06-05 08:48:00,same_industry
2583,SH601555,SZ000686,2020-06-05 08:48:00,same_industry
7315,SH600900,SH600068,2020-06-05 18:54:00,cooperate
5818,SH600068,SH600900,2020-06-05 18:54:00,cooperate
3949,SH601009,SH601939,2020-06-05 21:23:00,same_industry
1512,SH601939,SH601009,2020-06-05 21:23:00,same_industry
1278,SZ300136,SZ300782,2020-06-07 23:31:00,same_industry
119,SZ300782,SZ300136,2020-06-07 23:31:00,same_industry
12026,SZ001979,SH601211,2020-06-08 07:49:00,invest
12047,SH601211,SZ001979,2020-06-08 07:49:00,invest
7194,SH601998,SZ300750,2020-06-08 17:08:00,cooperate
6245,SZ300750,SH601998,2020-06-08 17:08:00,cooperate
4883,SZ300059,SH600999,2020-06-08 18:34:00,increase_holding
4202,SH600999,SZ300059,2020-06-08 18:34:00,increase_holding
3144,SH601878,SH601901,2020-06-08 19:08:00,same_industry
711,SH601901,SH601878,2020-06-08 19:08:00,same_industry
11802,SH600900,SH600674,2020-06-08 21:42:00,reduce_holding
11730,SH600674,SH600900,2020-06-08 21:42:00,reduce_holding
4311,SH601628,SH601398,2020-06-09 15:12:00,increase_holding
4916,SH601398,SH601628,2020-06-09 15:12:00,increase_holding
4915,SH601398,SH601288,2020-06-10 07:31:00,increase_holding
4822,SH601288,SH601398,2020-06-10 07:31:00,increase_holding
963,SH600519,SH601939,2020-06-10 14:18:00,same_industry
1508,SH601939,SH600519,2020-06-10 14:18:00,same_industry
3923,SH601688,SH601901,2020-06-10 16:59:00,same_industry
707,SH601901,SH601688,2020-06-10 16:59:00,same_industry
10995,SH601658,SH601229,2020-06-11 06:47:00,rise
10402,SH601229,SH601658,2020-06-11 06:47:00,rise
3864,SH600031,SH601555,2020-06-11 07:59:00,same_industry
2585,SH601555,SH600031,2020-06-11 07:59:00,same_industry
1882,SZ002594,SH600143,2020-06-11 11:49:00,same_industry
3991,SH600143,SZ002594,2020-06-11 11:49:00,same_industry
11046,SZ000725,SZ300750,2020-06-11 17:29:00,rise
9459,SH601012,SH600031,2020-06-11 17:29:00,rise
11421,SH600031,SH601012,2020-06-11 17:29:00,rise
9834,SZ300750,SZ000725,2020-06-11 17:29:00,rise
907,SZ002146,SZ000656,2020-06-12 15:52:00,same_industry
1710,SZ000656,SZ002146,2020-06-12 15:52:00,same_industry
12253,SH600835,SH601727,2020-06-12 16:43:00,be_increased_holding
12274,SH601727,SH600835,2020-06-12 16:43:00,be_increased_holding
12040,SH600835,SH601727,2020-06-12 16:44:00,invest
12074,SH601727,SH600835,2020-06-12 16:44:00,invest
12629,SH600835,SH601727,2020-06-12 16:44:00,superior
12665,SH601727,SH600835,2020-06-12 16:44:00,superior
12413,SH601600,SZ000878,2020-06-13 22:14:00,be_reduced_holding
12349,SZ000878,SH601600,2020-06-13 22:14:00,be_reduced_holding
6624,SH603885,SH600115,2020-06-14 14:54:00,cooperate
6770,SH600115,SH603885,2020-06-14 14:54:00,cooperate
8115,SH600703,SH603986,2020-06-15 09:26:00,fall
8971,SH603986,SH600703,2020-06-15 09:26:00,fall
7410,SZ002183,SZ000423,2020-06-15 15:03:00,cooperate
6786,SZ000423,SZ002183,2020-06-15 15:03:00,cooperate
5249,SZ300750,SH600110,2020-06-15 17:02:00,supply
5467,SH600110,SZ300750,2020-06-15 17:02:00,supply
2003,SZ002174,SZ002555,2020-06-15 21:36:00,same_industry
3486,SZ002555,SZ002174,2020-06-15 21:36:00,same_industry
10328,SZ002594,SZ000063,2020-06-16 09:58:00,rise
10415,SZ000063,SZ002594,2020-06-16 09:58:00,rise
4819,SH600900,SH600236,2020-06-16 18:29:00,increase_holding
4336,SH600236,SH600900,2020-06-16 18:29:00,increase_holding
3918,SH601688,SH601601,2020-06-17 10:07:00,same_industry
2809,SH601601,SH601688,2020-06-17 10:07:00,same_industry
9151,SH600029,SH601111,2020-06-17 10:29:00,fall
8127,SH601111,SH600029,2020-06-17 10:29:00,fall
6708,SH600006,SZ300750,2020-06-17 11:35:00,cooperate
6241,SZ300750,SH600006,2020-06-17 11:35:00,cooperate
4413,SH600519,SH601888,2020-06-17 17:34:00,increase_holding
4841,SH601888,SH600519,2020-06-17 17:34:00,increase_holding
7260,SH601872,SH600271,2020-06-17 18:29:00,cooperate
6109,SH600271,SH601872,2020-06-17 18:29:00,cooperate
1368,SH601995,SZ000776,2020-06-18 04:27:00,same_industry
1986,SZ000776,SH601995,2020-06-18 04:27:00,same_industry
8823,SZ002142,SH600036,2020-06-18 09:53:00,fall
8335,SH600036,SZ002142,2020-06-18 09:53:00,fall
10422,SZ000063,SZ002460,2020-06-18 16:08:00,rise
11115,SZ002460,SZ000063,2020-06-18 16:08:00,rise
10219,SH601005,SZ000959,2020-06-19 05:27:00,rise
11658,SZ000959,SH601005,2020-06-19 05:27:00,rise
10224,SH601005,SH600282,2020-06-19 06:31:00,rise
10352,SH600282,SH601005,2020-06-19 06:31:00,rise
5308,SH601939,SH600663,2020-06-19 10:14:00,supply
5202,SH600663,SH601939,2020-06-19 10:14:00,supply
7220,SH601601,SH600663,2020-06-19 10:23:00,cooperate
6160,SH600663,SH601601,2020-06-19 10:23:00,cooperate
12506,SZ000829,SZ002024,2020-06-19 13:08:00,superior
12552,SZ002024,SZ000829,2020-06-19 13:08:00,superior
2080,SZ000063,SH601939,2020-06-19 17:34:00,same_industry
1495,SH601939,SZ000063,2020-06-19 17:34:00,same_industry
12081,SH601988,SH601666,2020-06-19 18:57:00,be_increased_holding
12210,SH601666,SH601988,2020-06-19 18:57:00,be_increased_holding
5552,SZ002074,SZ000630,2020-06-22 09:54:00,supply
5201,SZ000630,SZ002074,2020-06-22 09:54:00,supply
6438,SZ002405,SZ002920,2020-06-22 17:36:00,cooperate
6190,SZ002920,SZ002405,2020-06-22 17:36:00,cooperate
3574,SH601788,SH600999,2020-06-22 18:50:00,same_industry
126,SH600999,SH601788,2020-06-22 18:50:00,same_industry
3558,SH601788,SZ000002,2020-06-23 08:26:00,same_industry
441,SZ000002,SH601788,2020-06-23 08:26:00,same_industry
10186,SZ000021,SZ000725,2020-06-23 12:42:00,rise
11041,SZ000725,SZ000021,2020-06-23 12:42:00,rise
983,SH600519,SH601398,2020-06-24 07:20:00,same_industry
3624,SH601398,SH600519,2020-06-24 07:20:00,same_industry
7,SZ000538,SH600276,2020-06-24 14:15:00,same_industry
206,SH600276,SZ000538,2020-06-24 14:15:00,same_industry
10268,SZ300347,SH603259,2020-06-24 14:46:00,rise
9544,SH603259,SZ300347,2020-06-24 14:46:00,rise
12229,SH600900,SH600886,2020-06-24 15:35:00,be_increased_holding
12199,SH600886,SH600900,2020-06-24 15:35:00,be_increased_holding
11800,SH600900,SH600886,2020-06-24 15:38:00,reduce_holding
11777,SH600886,SH600900,2020-06-24 15:38:00,reduce_holding
6957,SZ000651,SH600703,2020-06-24 23:11:00,cooperate
6124,SH600703,SZ000651,2020-06-24 23:11:00,cooperate
9238,SZ300782,SH600519,2020-06-25 17:57:00,rise
9768,SH600519,SZ300782,2020-06-25 17:57:00,rise
8368,SH600050,SH601728,2020-06-26 09:23:00,fall
8085,SH601728,SH600050,2020-06-26 09:23:00,fall
9756,SH600519,SH601398,2020-06-26 18:32:00,rise
11300,SH601398,SH600519,2020-06-26 18:32:00,rise
12795,SH600036,SH600016,2020-06-27 08:11:00,dispute
12918,SH600016,SH600036,2020-06-27 08:11:00,dispute
3265,SZ000725,SZ002475,2020-06-27 17:02:00,same_industry
949,SZ002475,SZ000725,2020-06-27 17:02:00,same_industry
12461,SH600271,SZ002230,2020-06-28 11:21:00,superior
12452,SZ002230,SH600271,2020-06-28 11:21:00,superior
12462,SH600271,SZ002230,2020-06-28 11:28:00,superior
12451,SZ002230,SH600271,2020-06-28 11:28:00,superior
1514,SH601939,SH601398,2020-06-28 19:20:00,same_industry
3614,SH601398,SH601939,2020-06-28 19:20:00,same_industry
6823,SZ000089,SH601186,2020-06-29 16:41:00,cooperate
7386,SH601186,SZ000089,2020-06-29 16:41:00,cooperate
6411,SZ300498,SH600050,2020-06-29 17:06:00,cooperate
6516,SH600050,SZ300498,2020-06-29 17:06:00,cooperate
828,SH603392,SZ000333,2020-06-29 19:11:00,same_industry
3297,SZ000333,SH603392,2020-06-29 19:11:00,same_industry
9244,SH600999,SH601788,2020-06-30 16:09:00,rise
11270,SH601788,SH600999,2020-06-30 16:09:00,rise
7608,SZ300058,SZ300002,2020-06-30 20:52:00,cooperate
5787,SZ300002,SZ300058,2020-06-30 20:52:00,cooperate
5786,SZ300002,SZ300058,2020-06-30 21:10:00,cooperate
7610,SZ300058,SZ300002,2020-06-30 21:10:00,cooperate
11961,SZ000661,SH600881,2020-07-01 11:04:00,invest
11925,SH600881,SZ000661,2020-07-01 11:04:00,invest
9519,SZ000568,SH601995,2020-07-01 16:32:00,rise
9980,SH601995,SZ000568,2020-07-01 16:32:00,rise
2024,SH601229,SH600000,2020-07-01 16:39:00,same_industry
599,SH600000,SH601229,2020-07-01 16:39:00,same_industry
12190,SH600017,SH601988,2020-07-01 17:58:00,be_increased_holding
12085,SH601988,SH600017,2020-07-01 17:58:00,be_increased_holding
9570,SZ002304,SZ000568,2020-07-02 13:07:00,rise
9521,SZ000568,SZ002304,2020-07-02 13:07:00,rise
10982,SH601878,SH601788,2020-07-02 14:34:00,rise
11274,SH601788,SH601878,2020-07-02 14:34:00,rise
10684,SZ000166,SH601788,2020-07-02 16:08:00,rise
11276,SH601788,SZ000166,2020-07-02 16:08:00,rise
1513,SH601939,SH600016,2020-07-02 17:05:00,same_industry
3459,SH600016,SH601939,2020-07-02 17:05:00,same_industry
12946,SH601318,SH601988,2020-07-02 17:18:00,dispute
12723,SH601988,SH601318,2020-07-02 17:18:00,dispute
9428,SZ000002,SZ000568,2020-07-02 17:32:00,rise
11422,SH600031,SH600519,2020-07-02 17:32:00,rise
9520,SZ000568,SZ000002,2020-07-02 17:32:00,rise
9752,SH600519,SH600031,2020-07-02 17:32:00,rise
7243,SH600030,SH601066,2020-07-03 07:53:00,cooperate
6139,SH601066,SH600030,2020-07-03 07:53:00,cooperate
11573,SH601318,SH600036,2020-07-03 17:31:00,rise
10605,SZ000001,SZ002049,2020-07-03 17:31:00,rise
10007,SH600036,SH601318,2020-07-03 17:31:00,rise
9272,SZ002049,SZ000001,2020-07-03 17:31:00,rise
6042,SH601728,SH600031,2020-07-03 22:31:00,cooperate
7673,SH600031,SH601728,2020-07-03 22:31:00,cooperate
2586,SH601555,SH601688,2020-07-03 22:57:00,same_industry
3911,SH601688,SH601555,2020-07-03 22:57:00,same_industry
11439,SH601688,SH601211,2020-07-04 02:25:00,rise
11349,SH601211,SH601688,2020-07-04 02:25:00,rise
3028,SH600887,SH601788,2020-07-04 07:58:00,same_industry
3576,SH601788,SH600887,2020-07-04 07:58:00,same_industry
12911,SZ000333,SZ000651,2020-07-04 09:22:00,dispute
5603,SZ000333,SZ000651,2020-07-04 09:22:00,supply
12855,SZ000651,SZ000333,2020-07-04 09:22:00,dispute
5469,SZ000651,SZ000333,2020-07-04 09:22:00,supply
11360,SH601211,SH600030,2020-07-04 13:18:00,rise
10797,SH600030,SH601211,2020-07-04 13:18:00,rise
2704,SH600837,SZ000783,2020-07-04 13:18:00,same_industry
2487,SZ000783,SH600837,2020-07-04 13:18:00,same_industry
7667,SH600031,SH601728,2020-07-04 22:21:00,cooperate
6059,SH601728,SH600031,2020-07-04 22:21:00,cooperate
11993,SH600030,SH601066,2020-07-05 16:40:00,invest
11891,SH601066,SH600030,2020-07-05 16:40:00,invest
2348,SZ002157,SZ002714,2020-07-05 21:21:00,same_industry
325,SZ002714,SZ002157,2020-07-05 21:21:00,same_industry
458,SH601088,SH601666,2020-07-06 08:34:00,same_industry
2763,SH601666,SH601088,2020-07-06 08:34:00,same_industry
9482,SH601628,SH601319,2020-07-06 09:49:00,rise
10113,SH601319,SH601628,2020-07-06 09:49:00,rise
10800,SH600030,SH601066,2020-07-06 10:08:00,rise
9700,SH601066,SH600030,2020-07-06 10:08:00,rise
4691,SZ000783,SH600851,2020-07-06 11:02:00,increase_holding
4199,SH600851,SZ000783,2020-07-06 11:02:00,increase_holding
10786,SH601601,SH601628,2020-07-06 14:41:00,rise
9484,SH601628,SH601601,2020-07-06 14:41:00,rise
9241,SH600999,SH601788,2020-07-06 15:17:00,rise
11280,SH601788,SH600999,2020-07-06 15:17:00,rise
2236,SZ000651,SZ000001,2020-07-06 19:03:00,same_industry
2325,SZ000001,SZ000651,2020-07-06 19:03:00,same_industry
2250,SZ000651,SZ002558,2020-07-06 19:10:00,same_industry
4006,SZ002558,SZ000651,2020-07-06 19:10:00,same_industry
12280,SZ000538,SH601236,2020-07-06 20:02:00,be_reduced_holding
12287,SH601236,SZ000538,2020-07-06 20:02:00,be_reduced_holding
9675,SH601066,SZ002736,2020-07-06 22:06:00,rise
9292,SZ002736,SH601066,2020-07-06 22:06:00,rise
9977,SH601995,SH601688,2020-07-07 07:31:00,rise
11446,SH601688,SH601995,2020-07-07 07:31:00,rise
12136,SZ000157,SZ000425,2020-07-07 07:34:00,be_increased_holding
12175,SZ000425,SZ000157,2020-07-07 07:34:00,be_increased_holding
276,SZ002736,SH601066,2020-07-07 07:36:00,same_industry
868,SH601066,SZ002736,2020-07-07 07:36:00,same_industry
11666,SZ000538,SH601236,2020-07-07 13:51:00,reduce_holding
11676,SH601236,SZ000538,2020-07-07 13:51:00,reduce_holding
12355,SZ000001,SZ002252,2020-07-07 14:09:00,be_reduced_holding
12299,SZ002252,SZ000001,2020-07-07 14:09:00,be_reduced_holding
11663,SZ000750,SH601881,2020-07-07 14:24:00,rise
9912,SH601881,SZ000750,2020-07-07 14:24:00,rise
11107,SZ002460,SH601066,2020-07-07 16:09:00,rise
9679,SH601066,SZ002460,2020-07-07 16:09:00,rise
8852,SZ300033,SZ300059,2020-07-07 16:45:00,fall
8899,SZ300059,SZ300033,2020-07-07 16:45:00,fall
9767,SH600519,SZ000568,2020-07-07 17:01:00,rise
9526,SZ000568,SH600519,2020-07-07 17:01:00,rise
