,e1,e2,time,r
11066,SZ000333,SH600519,2020-07-07 17:42:00,rise
9774,SH600519,SZ000333,2020-07-07 17:42:00,rise
2744,SH601998,SH600000,2020-07-08 01:01:00,same_industry
610,SH600000,SH601998,2020-07-08 01:01:00,same_industry
11131,SZ002797,SH600918,2020-07-08 09:37:00,rise
9275,SH600918,SZ002797,2020-07-08 09:37:00,rise
10119,SZ000612,SZ000831,2020-07-08 10:38:00,rise
10248,SZ000831,SZ000612,2020-07-08 10:38:00,rise
11269,SH601788,SH601336,2020-07-08 12:04:00,rise
9627,SH601336,SH601788,2020-07-08 12:04:00,rise
9279,SH600918,SZ300059,2020-07-08 13:41:00,rise
11165,SZ300059,SH600918,2020-07-08 13:41:00,rise
12645,SH601211,SZ000630,2020-07-08 17:03:00,superior
12468,SZ000630,SH601211,2020-07-08 17:03:00,superior
3536,SH600909,SZ000686,2020-07-09 06:00:00,same_industry
1946,SZ000686,SH600909,2020-07-09 06:00:00,same_industry
880,SH601066,SH601211,2020-07-09 07:00:00,same_industry
3736,SH601211,SH601066,2020-07-09 07:00:00,same_industry
12073,SH600035,SZ300251,2020-07-09 10:07:00,invest
12016,SZ300251,SH600035,2020-07-09 10:07:00,invest
8384,SH601319,SH603160,2020-07-10 06:49:00,fall
8618,SH603160,SH601319,2020-07-10 06:49:00,fall
1352,SH601995,SH601688,2020-07-10 07:32:00,same_industry
3912,SH601688,SH601995,2020-07-10 07:32:00,same_industry
8890,SH600685,SH601788,2020-07-10 12:06:00,fall
8987,SH601788,SH600685,2020-07-10 12:06:00,fall
7833,SH600481,SH600519,2020-07-10 16:06:00,cooperate
6185,SH600519,SH600481,2020-07-10 16:06:00,cooperate
10698,SH600631,SH601878,2020-07-10 17:58:00,rise
10977,SH601878,SH600631,2020-07-10 17:58:00,rise
12412,SH600177,SZ002142,2020-07-10 20:43:00,be_reduced_holding
12384,SZ002142,SH600177,2020-07-10 20:43:00,be_reduced_holding
10088,SZ000009,SH600739,2020-07-12 11:12:00,rise
10877,SH600739,SZ000009,2020-07-12 11:12:00,rise
3772,SH601211,SH601319,2020-07-12 12:45:00,same_industry
1606,SH601319,SH601211,2020-07-12 12:45:00,same_industry
10721,SZ300122,SZ300750,2020-07-13 10:20:00,rise
9829,SZ300750,SZ300122,2020-07-13 10:20:00,rise
10339,SZ002594,SZ000776,2020-07-13 11:07:00,rise
10381,SZ000776,SZ002594,2020-07-13 11:07:00,rise
6377,SH601611,SH601985,2020-07-13 15:43:00,cooperate
6655,SH601985,SH601611,2020-07-13 15:43:00,cooperate
48,SH601988,SH601328,2020-07-13 18:55:00,same_industry
316,SH601328,SH601988,2020-07-13 18:55:00,same_industry
7973,SZ300014,SZ300676,2020-07-14 10:12:00,fall
7881,SZ300676,SZ300014,2020-07-14 10:12:00,fall
10335,SZ002594,SH600196,2020-07-14 12:00:00,rise
10586,SH600196,SZ002594,2020-07-14 12:00:00,rise
6342,SZ300072,SH601857,2020-07-15 09:40:00,cooperate
7364,SH601857,SZ300072,2020-07-15 09:40:00,cooperate
11273,SH601788,SH600958,2020-07-15 13:32:00,rise
9902,SH600958,SH601788,2020-07-15 13:32:00,rise
7512,SH601800,SZ000008,2020-07-15 19:41:00,cooperate
6002,SZ000008,SH601800,2020-07-15 19:41:00,cooperate
12661,SH600029,SH600004,2020-07-15 20:33:00,superior
12554,SH600004,SH600029,2020-07-15 20:33:00,superior
7924,SH600918,SZ002797,2020-07-15 21:46:00,fall
8891,SZ002797,SH600918,2020-07-15 21:46:00,fall
6052,SH601728,SZ000063,2020-07-16 08:31:00,cooperate
6856,SZ000063,SH601728,2020-07-16 08:31:00,cooperate
1008,SH600519,SZ002736,2020-07-16 09:07:00,same_industry
253,SZ002736,SH600519,2020-07-16 09:07:00,same_industry
1687,SH601169,SZ000001,2020-07-16 19:40:00,same_industry
2312,SZ000001,SH601169,2020-07-16 19:40:00,same_industry
1691,SH601169,SZ000001,2020-07-16 19:41:00,same_industry
2296,SZ000001,SH601169,2020-07-16 19:41:00,same_industry
2111,SZ002024,SZ002607,2020-07-17 07:14:00,same_industry
2595,SZ002607,SZ002024,2020-07-17 07:14:00,same_industry
11661,SZ000750,SH601788,2020-07-17 09:36:00,rise
11283,SH601788,SZ000750,2020-07-17 09:36:00,rise
10349,SZ002594,SH600660,2020-07-17 09:45:00,rise
11242,SH600660,SZ002594,2020-07-17 09:45:00,rise
2011,SZ002572,SZ002410,2020-07-17 16:39:00,same_industry
1623,SZ002410,SZ002572,2020-07-17 16:39:00,same_industry
11918,SH600546,SZ002608,2020-07-17 19:09:00,invest
11863,SZ002608,SH600546,2020-07-17 19:09:00,invest
12505,SH600546,SZ002608,2020-07-17 19:21:00,superior
12431,SZ002608,SH600546,2020-07-17 19:21:00,superior
2963,SZ002074,SZ300750,2020-07-18 10:20:00,same_industry
1074,SZ300750,SZ002074,2020-07-18 10:20:00,same_industry
7331,SH601288,SH601988,2020-07-18 14:20:00,cooperate
5725,SH601988,SH601288,2020-07-18 14:20:00,cooperate
3908,SH601688,SZ000166,2020-07-18 18:45:00,same_industry
2544,SZ000166,SH601688,2020-07-18 18:45:00,same_industry
6072,SH601728,SH600028,2020-07-18 21:22:00,cooperate
6545,SH600028,SH601728,2020-07-18 21:22:00,cooperate
3373,SH688012,SH688008,2020-07-19 13:21:00,same_industry
902,SH688008,SH688012,2020-07-19 13:21:00,same_industry
931,SH603288,SH600519,2020-07-20 07:33:00,same_industry
979,SH600519,SH603288,2020-07-20 07:33:00,same_industry
327,SZ002714,SZ300498,2020-07-20 07:45:00,same_industry
1407,SZ300498,SZ002714,2020-07-20 07:45:00,same_industry
9401,SH600585,SZ002594,2020-07-20 16:10:00,rise
10350,SZ002594,SH600585,2020-07-20 16:10:00,rise
5186,SH600271,SH601933,2020-07-21 16:23:00,supply
5354,SH601933,SH600271,2020-07-21 16:23:00,supply
6848,SZ000063,SH600519,2020-07-21 17:06:00,cooperate
6176,SH600519,SZ000063,2020-07-21 17:06:00,cooperate
6180,SH600519,SZ000063,2020-07-21 17:07:00,cooperate
6836,SZ000063,SH600519,2020-07-21 17:07:00,cooperate
11622,SZ300496,SZ002405,2020-07-21 17:58:00,rise
10034,SZ002405,SZ300496,2020-07-21 17:58:00,rise
5433,SZ000063,SH601988,2020-07-21 19:18:00,supply
5078,SH601988,SZ000063,2020-07-21 19:18:00,supply
347,SZ002414,SZ002415,2020-07-21 19:32:00,same_industry
807,SZ002415,SZ002414,2020-07-21 19:32:00,same_industry
2826,SH600406,SZ002028,2020-07-21 22:13:00,same_industry
519,SZ002028,SH600406,2020-07-21 22:13:00,same_industry
5842,SZ300014,SZ300750,2020-07-22 17:14:00,cooperate
6204,SZ300750,SZ300014,2020-07-22 17:14:00,cooperate
11722,SH600633,SZ000156,2020-07-22 20:23:00,reduce_holding
11751,SZ000156,SH600633,2020-07-22 20:23:00,reduce_holding
8197,SH600519,SZ002475,2020-07-23 09:00:00,fall
8167,SZ002475,SH600519,2020-07-23 09:00:00,fall
12021,SZ000725,SZ002371,2020-07-23 16:54:00,invest
11915,SZ002371,SZ000725,2020-07-23 16:54:00,invest
2340,SH600518,SZ000776,2020-07-23 17:08:00,same_industry
1963,SZ000776,SH600518,2020-07-23 17:08:00,same_industry
2272,SH600196,SH601012,2020-07-23 17:30:00,same_industry
489,SH601012,SH600196,2020-07-23 17:30:00,same_industry
8985,SH601788,SH601881,2020-07-24 16:12:00,fall
8279,SH601881,SH601788,2020-07-24 16:12:00,fall
5450,SZ002097,SZ000157,2020-07-27 10:59:00,supply
5259,SZ000157,SZ002097,2020-07-27 10:59:00,supply
7837,SZ300146,SZ300676,2020-07-27 11:14:00,cooperate
5694,SZ300676,SZ300146,2020-07-27 11:14:00,cooperate
7151,SZ000550,SH600104,2020-07-27 20:53:00,cooperate
5958,SH600104,SZ000550,2020-07-27 20:53:00,cooperate
2652,SH600438,SH601012,2020-07-28 07:07:00,same_industry
491,SH601012,SH600438,2020-07-28 07:07:00,same_industry
6866,SH600848,SH601186,2020-07-28 10:13:00,cooperate
7400,SH601186,SH600848,2020-07-28 10:13:00,cooperate
3814,SZ000858,SZ002475,2020-07-28 18:53:00,same_industry
950,SZ002475,SZ000858,2020-07-28 18:53:00,same_industry
5214,SH600519,SH601995,2020-07-29 09:26:00,supply
5290,SH601995,SH600519,2020-07-29 09:26:00,supply
3523,SZ000938,SZ000063,2020-07-29 14:44:00,same_industry
2059,SZ000063,SZ000938,2020-07-29 14:44:00,same_industry
6754,SZ002594,SZ002202,2020-07-29 21:59:00,cooperate
7271,SZ002202,SZ002594,2020-07-29 21:59:00,cooperate
4313,SH601628,SH600519,2020-07-30 09:42:00,increase_holding
4428,SH600519,SH601628,2020-07-30 09:42:00,increase_holding
3560,SH601788,SH601066,2020-07-30 12:01:00,same_industry
887,SH601066,SH601788,2020-07-30 12:01:00,same_industry
10490,SH601238,SH600332,2020-07-30 12:16:00,rise
10929,SH600332,SH601238,2020-07-30 12:16:00,rise
10500,SZ002945,SH601108,2020-07-31 10:30:00,rise
10217,SH601108,SZ002945,2020-07-31 10:30:00,rise
9399,SH601236,SH601162,2020-07-31 23:08:00,rise
9387,SH601162,SH601236,2020-07-31 23:08:00,rise
107,SH601377,SH601211,2020-08-01 09:43:00,same_industry
3740,SH601211,SH601377,2020-08-01 09:43:00,same_industry
158,SH601838,SH601658,2020-08-02 10:17:00,same_industry
3170,SH601658,SH601838,2020-08-02 10:17:00,same_industry
5945,SZ000012,SH601012,2020-08-02 16:16:00,cooperate
5894,SH601012,SZ000012,2020-08-02 16:16:00,cooperate
7384,SZ300251,SZ300027,2020-08-02 20:57:00,cooperate
5974,SZ300027,SZ300251,2020-08-02 20:57:00,cooperate
3797,SH600919,SH600000,2020-08-03 04:36:00,same_industry
602,SH600000,SH600919,2020-08-03 04:36:00,same_industry
11952,SH600516,SH601828,2020-08-04 10:48:00,invest
11878,SH601828,SH600516,2020-08-04 10:48:00,invest
10012,SH600036,SH601916,2020-08-04 12:08:00,rise
10669,SH601916,SH600036,2020-08-04 12:08:00,rise
7431,SZ000725,SH601288,2020-08-04 18:27:00,cooperate
7329,SH601288,SZ000725,2020-08-04 18:27:00,cooperate
2672,SH600369,SZ000728,2020-08-05 01:40:00,same_industry
4110,SZ000728,SH600369,2020-08-05 01:40:00,same_industry
3207,SH601186,SH601800,2020-08-05 21:27:00,same_industry
3446,SH601800,SH601186,2020-08-05 21:27:00,same_industry
2970,SZ002202,SH600438,2020-08-05 21:54:00,same_industry
2649,SH600438,SZ002202,2020-08-05 21:54:00,same_industry
9438,SH600760,SH600372,2020-08-06 13:24:00,rise
9965,SH600372,SH600760,2020-08-06 13:24:00,rise
12233,SZ002142,SH601211,2020-08-06 19:33:00,be_increased_holding
12261,SH601211,SZ002142,2020-08-06 19:33:00,be_increased_holding
7202,SH601998,SH600030,2020-08-06 20:40:00,cooperate
7237,SH600030,SH601998,2020-08-06 20:40:00,cooperate
9680,SH601066,SH600030,2020-08-07 14:16:00,rise
10827,SH600030,SH601066,2020-08-07 14:16:00,rise
64,SH601988,SH601398,2020-08-07 15:34:00,same_industry
3610,SH601398,SH601988,2020-08-07 15:34:00,same_industry
856,SH601066,SH600999,2020-08-07 19:12:00,same_industry
148,SH600999,SH601066,2020-08-07 19:12:00,same_industry
6174,SH600519,SH600600,2020-08-07 20:38:00,cooperate
5830,SH600600,SH600519,2020-08-07 20:38:00,cooperate
10735,SH600438,SH601012,2020-08-08 06:20:00,rise
9460,SH601012,SH600438,2020-08-08 06:20:00,rise
1497,SH601939,SZ000001,2020-08-08 06:22:00,same_industry
2322,SZ000001,SH601939,2020-08-08 06:22:00,same_industry
6492,SH600050,SH600028,2020-08-08 11:39:00,cooperate
6560,SH600028,SH600050,2020-08-08 11:39:00,cooperate
5875,SZ000338,SH600166,2020-08-08 20:52:00,cooperate
5928,SH600166,SZ000338,2020-08-08 20:52:00,cooperate
7961,SH600547,SH600489,2020-08-09 19:15:00,fall
8980,SH600489,SH600547,2020-08-09 19:15:00,fall
326,SZ002714,SH600048,2020-08-10 12:43:00,same_industry
3056,SH600048,SZ002714,2020-08-10 12:43:00,same_industry
7934,SH601216,SZ002625,2020-08-10 14:33:00,fall
8454,SZ002625,SH601216,2020-08-10 14:33:00,fall
6548,SH600028,SH600050,2020-08-10 16:04:00,cooperate
6527,SH600050,SH600028,2020-08-10 16:04:00,cooperate
8508,SZ002594,SH601899,2020-08-10 16:09:00,fall
9010,SH601899,SZ002594,2020-08-10 16:09:00,fall
10787,SH601601,SH600029,2020-08-11 12:03:00,rise
11588,SH600029,SH601601,2020-08-11 12:03:00,rise
9008,SH601899,SH600547,2020-08-11 13:45:00,fall
7966,SH600547,SH601899,2020-08-11 13:45:00,fall
11373,SH601211,SZ000877,2020-08-11 16:46:00,rise
9435,SZ000877,SH601211,2020-08-11 16:46:00,rise
12719,SH601988,SH600000,2020-08-11 23:56:00,dispute
12754,SH600000,SH601988,2020-08-11 23:56:00,dispute
11592,SH600029,SH601111,2020-08-12 12:00:00,rise
9651,SH601111,SH600029,2020-08-12 12:00:00,rise
3173,SH601658,SH601816,2020-08-13 05:38:00,same_industry
1581,SH601816,SH601658,2020-08-13 05:38:00,same_industry
7111,SH601555,SZ300750,2020-08-13 07:42:00,cooperate
6249,SZ300750,SH601555,2020-08-13 07:42:00,cooperate
10070,SH600050,SZ002594,2020-08-13 09:53:00,rise
10331,SZ002594,SH600050,2020-08-13 09:53:00,rise
5432,SZ000063,SH601328,2020-08-13 10:49:00,supply
5112,SH601328,SZ000063,2020-08-13 10:49:00,supply
4127,SZ000895,SH600426,2020-08-13 11:54:00,same_industry
3848,SH600426,SZ000895,2020-08-13 11:54:00,same_industry
6358,SH600350,SH601988,2020-08-13 15:41:00,cooperate
5718,SH601988,SH600350,2020-08-13 15:41:00,cooperate
5828,SH600547,SH601988,2020-08-13 18:35:00,cooperate
5705,SH601988,SH600547,2020-08-13 18:35:00,cooperate
5807,SZ002714,SH601818,2020-08-13 20:15:00,cooperate
6666,SH601818,SZ002714,2020-08-13 20:15:00,cooperate
1207,SZ000157,SZ000425,2020-08-14 07:04:00,same_industry
1997,SZ000425,SZ000157,2020-08-14 07:04:00,same_industry
9479,SH601628,SH601336,2020-08-14 14:52:00,rise
9629,SH601336,SH601628,2020-08-14 14:52:00,rise
897,SH601066,SH601995,2020-08-14 19:49:00,same_industry
1369,SH601995,SH601066,2020-08-14 19:49:00,same_industry
7285,SZ300274,SH601727,2020-08-14 20:00:00,cooperate
7790,SH601727,SZ300274,2020-08-14 20:00:00,cooperate
9469,SH601012,SH600438,2020-08-16 04:33:00,rise
10729,SH600438,SH601012,2020-08-16 04:33:00,rise
4111,SZ000728,SH600109,2020-08-17 02:45:00,same_industry
3539,SH600909,SH600030,2020-08-17 02:45:00,same_industry
2900,SH600030,SH600909,2020-08-17 02:45:00,same_industry
2608,SH600109,SZ000728,2020-08-17 02:45:00,same_industry
4123,SZ000895,SH600426,2020-08-17 09:07:00,same_industry
3852,SH600426,SZ000895,2020-08-17 09:07:00,same_industry
5438,SZ000063,SH600050,2020-08-17 09:50:00,supply
5316,SH600050,SZ000063,2020-08-17 09:50:00,supply
3272,SZ000725,SH601318,2020-08-17 20:27:00,same_industry
4052,SH601318,SZ000725,2020-08-17 20:27:00,same_industry
10575,SH600017,SH601298,2020-08-18 04:16:00,rise
10690,SH601298,SH600017,2020-08-18 04:16:00,rise
10083,SH600050,SH600547,2020-08-18 12:01:00,rise
9347,SH600547,SH600050,2020-08-18 12:01:00,rise
10820,SH600030,SH601628,2020-08-18 17:15:00,rise
9481,SH601628,SH600030,2020-08-18 17:15:00,rise
854,SH601066,SH601211,2020-08-18 20:45:00,same_industry
3767,SH601211,SH601066,2020-08-18 20:45:00,same_industry
5920,SH601628,SH601336,2020-08-19 03:02:00,cooperate
6121,SH601336,SH601628,2020-08-19 03:02:00,cooperate
8791,SZ300142,SZ300122,2020-08-19 11:45:00,fall
8686,SZ300122,SZ300142,2020-08-19 11:45:00,fall
7798,SH601727,SH601985,2020-08-19 15:04:00,cooperate
6652,SH601985,SH601727,2020-08-19 15:04:00,cooperate
3790,SH600919,SH601009,2020-08-19 17:32:00,same_industry
3951,SH601009,SH600919,2020-08-19 17:32:00,same_industry
10896,SH600011,SH600868,2020-08-19 18:44:00,rise
9301,SH600868,SH600011,2020-08-19 18:44:00,rise
3817,SZ000858,SH603288,2020-08-19 21:44:00,same_industry
932,SH603288,SZ000858,2020-08-19 21:44:00,same_industry
2844,SH600030,SZ000776,2020-08-20 09:08:00,same_industry
1975,SZ000776,SH600030,2020-08-20 09:08:00,same_industry
3584,SZ002422,SH600276,2020-08-20 09:32:00,same_industry
192,SH600276,SZ002422,2020-08-20 09:32:00,same_industry
1653,SH600745,SH603501,2020-08-20 09:42:00,same_industry
4170,SH603501,SH600745,2020-08-20 09:42:00,same_industry
8491,SZ002594,SH601238,2020-08-20 10:00:00,fall
8587,SH601238,SZ002594,2020-08-20 10:00:00,fall
2386,SZ002241,SH600030,2020-08-21 08:47:00,same_industry
2894,SH600030,SZ002241,2020-08-21 08:47:00,same_industry
1966,SZ000776,SH601066,2020-08-21 19:54:00,same_industry
888,SH601066,SZ000776,2020-08-21 19:54:00,same_industry
9710,SH603288,SH600028,2020-08-21 20:23:00,rise
1576,SH600028,SH603288,2020-08-21 20:23:00,same_industry
924,SH603288,SH600028,2020-08-21 20:23:00,same_industry
10093,SH600028,SH603288,2020-08-21 20:23:00,rise
7216,SZ000999,SZ000423,2020-08-22 17:43:00,cooperate
6784,SZ000423,SZ000999,2020-08-22 17:43:00,cooperate
7638,SH601211,SZ300750,2020-08-23 02:52:00,cooperate
6202,SZ300750,SH601211,2020-08-23 02:52:00,cooperate
7213,SZ000999,SZ000423,2020-08-23 15:33:00,cooperate
6785,SZ000423,SZ000999,2020-08-23 15:33:00,cooperate
1336,SH601163,SH601966,2020-08-23 21:58:00,same_industry
2730,SH601966,SH601163,2020-08-23 21:58:00,same_industry
9197,SZ000750,SH600909,2020-08-24 09:41:00,fall
8981,SH600909,SZ000750,2020-08-24 09:41:00,fall
4047,SH601318,SH601398,2020-08-24 16:41:00,same_industry
3598,SH601398,SH601318,2020-08-24 16:41:00,same_industry
12350,SH600959,SZ000839,2020-08-24 18:33:00,be_reduced_holding
12321,SZ000839,SH600959,2020-08-24 18:33:00,be_reduced_holding
11967,SH600959,SZ000839,2020-08-24 19:50:00,invest
11911,SZ000839,SH600959,2020-08-24 19:50:00,invest
11762,SH600959,SZ000839,2020-08-24 19:52:00,reduce_holding
11727,SZ000839,SH600959,2020-08-24 19:52:00,reduce_holding
1677,SH603885,SH600115,2020-08-24 20:16:00,same_industry
1951,SH600115,SH603885,2020-08-24 20:16:00,same_industry
4836,SZ300251,SZ002736,2020-08-24 23:39:00,increase_holding
4239,SZ002736,SZ300251,2020-08-24 23:39:00,increase_holding
3367,SZ002797,SH601878,2020-08-25 00:49:00,same_industry
3131,SH601878,SZ002797,2020-08-25 00:49:00,same_industry
9650,SH601111,SH600115,2020-08-25 09:46:00,rise
10367,SH600115,SH601111,2020-08-25 09:46:00,rise
364,SH600547,SH600350,2020-08-25 14:49:00,same_industry
1301,SH600350,SH600547,2020-08-25 14:49:00,same_industry
11591,SH600029,SZ002594,2020-08-25 16:09:00,rise
10334,SZ002594,SH600029,2020-08-25 16:09:00,rise
8873,SZ002460,SZ002594,2020-08-26 13:40:00,fall
8509,SZ002594,SZ002460,2020-08-26 13:40:00,fall
5281,SZ300168,SH601628,2020-08-26 21:27:00,supply
5142,SH601628,SZ300168,2020-08-26 21:27:00,supply
9432,SZ300433,SZ002241,2020-08-27 04:21:00,rise
10640,SZ002241,SZ300433,2020-08-27 04:21:00,rise
288,SH601216,SH601318,2020-08-27 19:03:00,same_industry
4035,SH601318,SH601216,2020-08-27 19:03:00,same_industry
8675,SZ000166,SZ000562,2020-08-27 22:02:00,fall
8712,SZ000562,SZ000166,2020-08-27 22:02:00,fall
4479,SH600350,SZ300059,2020-08-28 06:11:00,increase_holding
4872,SZ300059,SH600350,2020-08-28 06:11:00,increase_holding
2860,SH600030,SZ000858,2020-08-28 09:07:00,same_industry
3836,SZ000858,SH600030,2020-08-28 09:07:00,same_industry
478,SH601012,SH600030,2020-08-28 09:15:00,same_industry
2887,SH600030,SH601012,2020-08-28 09:15:00,same_industry
9494,SH601628,SH601336,2020-08-28 09:46:00,rise
9620,SH601336,SH601628,2020-08-28 09:46:00,rise
1511,SH601939,SH601288,2020-08-28 18:19:00,same_industry
3078,SH601288,SH601939,2020-08-28 18:19:00,same_industry
9862,SZ300750,SZ000725,2020-08-30 12:32:00,rise
11038,SZ000725,SZ300750,2020-08-30 12:32:00,rise
3176,SH601658,SH601998,2020-08-30 13:06:00,same_industry
2753,SH601998,SH601658,2020-08-30 13:06:00,same_industry
1279,SZ300413,SZ300133,2020-08-30 17:38:00,same_industry
3847,SZ300133,SZ300413,2020-08-30 17:38:00,same_industry
1602,SH600961,SZ000960,2020-08-30 21:53:00,same_industry
660,SZ000960,SH600961,2020-08-30 21:53:00,same_industry
7949,SH601328,SH601658,2020-08-31 06:19:00,fall
8845,SH601658,SH601328,2020-08-31 06:19:00,fall
11260,SH600909,SH600109,2020-08-31 09:52:00,rise
10702,SH600109,SH600909,2020-08-31 09:52:00,rise
6656,SH601985,SH600100,2020-08-31 13:17:00,cooperate
7249,SH600100,SH601985,2020-08-31 13:17:00,cooperate
5669,SH601318,SH601988,2020-08-31 18:49:00,supply
5082,SH601988,SH601318,2020-08-31 18:49:00,supply
573,SZ000568,SZ002304,2020-08-31 23:34:00,same_industry
642,SZ002304,SZ000568,2020-08-31 23:34:00,same_industry
5006,SH600177,SZ002142,2020-09-01 00:21:00,increase_holding
4829,SZ002142,SH600177,2020-09-01 00:21:00,increase_holding
93,SH601377,SH601111,2020-09-01 04:08:00,same_industry
794,SH601111,SH601377,2020-09-01 04:08:00,same_industry
10305,SZ002594,SH601899,2020-09-01 09:21:00,rise
11333,SH601899,SZ002594,2020-09-01 09:21:00,rise
9461,SH601012,SH603806,2020-09-01 10:25:00,rise
11118,SH603806,SH601012,2020-09-01 10:25:00,rise
3802,SZ002456,SZ300433,2020-09-01 11:07:00,same_industry
448,SZ300433,SZ002456,2020-09-01 11:07:00,same_industry
5650,SZ002456,SZ300433,2020-09-01 12:56:00,supply
5134,SZ300433,SZ002456,2020-09-01 12:56:00,supply
398,SH601162,SZ002475,2020-09-01 13:24:00,same_industry
946,SZ002475,SH601162,2020-09-01 13:24:00,same_industry
10321,SZ002594,SH600547,2020-09-01 16:08:00,rise
9351,SH600547,SZ002594,2020-09-01 16:08:00,rise
10953,SZ002142,SH600177,2020-09-01 16:35:00,rise
11484,SH600177,SZ002142,2020-09-01 16:35:00,rise
6360,SH601766,SZ300750,2020-09-01 18:31:00,cooperate
6257,SZ300750,SH601766,2020-09-01 18:31:00,cooperate
9032,SZ002456,SZ002594,2020-09-01 20:00:00,fall
8511,SZ002594,SZ002456,2020-09-01 20:00:00,fall
2089,SZ002001,SH600216,2020-09-01 21:10:00,same_industry
356,SH600216,SZ002001,2020-09-01 21:10:00,same_industry
2847,SH600030,SH601066,2020-09-02 06:20:00,same_industry
878,SH601066,SH600030,2020-09-02 06:20:00,same_industry
1876,SZ002594,SH601633,2020-09-02 14:56:00,same_industry
1640,SH601633,SZ002594,2020-09-02 14:56:00,same_industry
12171,SH600021,SH600900,2020-09-02 15:43:00,be_increased_holding
12227,SH600900,SH600021,2020-09-02 15:43:00,be_increased_holding
10302,SZ002594,SH600233,2020-09-02 16:08:00,rise
9264,SH600233,SZ002594,2020-09-02 16:08:00,rise
5594,SZ000725,SH601939,2020-09-02 18:20:00,supply
5311,SH601939,SZ000725,2020-09-02 18:20:00,supply
6470,SH601939,SZ000725,2020-09-02 18:20:00,cooperate
7434,SZ000725,SH601939,2020-09-02 18:20:00,cooperate
1481,SZ000703,SH600346,2020-09-02 21:08:00,same_industry
2984,SH600346,SZ000703,2020-09-02 21:08:00,same_industry
