,e1,e2,time
15542,SH601555,SH601162,2018-10-01
15543,SH601555,SZ300059,2018-10-01
15544,SH601555,SH601099,2018-10-01
15545,SH601555,SH601788,2018-10-01
15546,SH601555,SZ000783,2018-10-01
15547,SH601555,SH601688,2018-10-01
15548,SH601555,SZ000686,2018-10-01
15549,SH601555,SZ000750,2018-10-01
15550,SH601555,SH600030,2018-10-01
15551,SH601555,SZ002797,2018-10-01
15552,SH601555,SZ000728,2018-10-01
15553,SH601555,SZ000712,2018-10-01
15554,SH601555,SZ002736,2018-10-01
15555,SH601555,SZ002945,2018-10-01
15556,SH601555,SZ000166,2018-10-01
15557,SH601555,SH601901,2018-10-01
15558,SH601555,SZ002673,2018-10-01
15559,SH601555,SH601878,2018-10-01
15560,SH601555,SH601066,2018-10-01
15561,SH601555,SH601236,2018-10-01
15562,SH601555,SH600958,2018-10-01
15563,SH601555,SZ002939,2018-10-01
15564,SH601555,SH600999,2018-10-01
15565,SH601555,SH601377,2018-10-01
15566,SH601555,SH601881,2018-10-01
15567,SH601555,SH601211,2018-10-01
15568,SH601555,SH600369,2018-10-01
15569,SH601555,SH601198,2018-10-01
15570,SH601555,SZ000776,2018-10-01
15571,SH601555,SH600837,2018-10-01
15572,SH601555,SH601375,2018-10-01
15573,SH601555,SH600909,2018-10-01
15574,SH601555,SH600109,2018-10-01
15575,SH601555,SZ002500,2018-10-01
15576,SH601555,SH601108,2018-10-01
15577,SH601566,SH600398,2018-10-01
15578,SH601566,SH600177,2018-10-01
15579,SH601566,SZ002269,2018-10-01
15580,SH601566,SH601718,2018-10-01
15581,SH601633,SZ000572,2018-10-01
15582,SH601633,SH601127,2018-10-01
15583,SH601633,SH600733,2018-10-01
15584,SH601633,SH601238,2018-10-01
15585,SH601633,SH600104,2018-10-01
15586,SH601633,SZ000927,2018-10-01
15587,SH601633,SZ000625,2018-10-01
15588,SH601669,SH601611,2018-10-01
15589,SH601669,SH600820,2018-10-01
15590,SH601901,SH601162,2018-10-01
15591,SH601901,SZ300059,2018-10-01
15592,SH601901,SH601099,2018-10-01
15593,SH601901,SH601788,2018-10-01
15594,SH601901,SZ000783,2018-10-01
15595,SH601901,SH601688,2018-10-01
15596,SH601901,SZ000686,2018-10-01
15597,SH601901,SZ000750,2018-10-01
15598,SH601901,SH600030,2018-10-01
15599,SH601901,SZ002797,2018-10-01
15600,SH601901,SZ000728,2018-10-01
15601,SH601901,SZ000712,2018-10-01
15602,SH601901,SZ002736,2018-10-01
15603,SH601901,SZ002945,2018-10-01
15604,SH601901,SZ000166,2018-10-01
15605,SH601901,SZ002673,2018-10-01
15606,SH601901,SH601878,2018-10-01
15607,SH601901,SH601066,2018-10-01
15608,SH601901,SH601236,2018-10-01
15609,SH601901,SH600958,2018-10-01
15610,SH601901,SZ002939,2018-10-01
15611,SH601901,SH600999,2018-10-01
15612,SH601901,SH601377,2018-10-01
15613,SH601901,SH601881,2018-10-01
15614,SH601901,SH601211,2018-10-01
15615,SH601901,SH600369,2018-10-01
15616,SH601901,SH601198,2018-10-01
15617,SH601901,SZ000776,2018-10-01
15618,SH601901,SH601555,2018-10-01
15619,SH601901,SH600837,2018-10-01
15620,SH601901,SH601375,2018-10-01
15621,SH601901,SH600909,2018-10-01
15622,SH601901,SH600109,2018-10-01
15623,SH601901,SZ002500,2018-10-01
15624,SH601901,SH601108,2018-10-01
15625,SH601928,SH601098,2018-10-01
15626,SZ000703,SZ000698,2018-10-01
15627,SZ000703,SZ000301,2018-10-01
15628,SZ000703,SH600688,2018-10-01
15629,SZ000703,SZ002493,2018-10-01
15630,SZ000703,SH600028,2018-10-01
15631,SZ000703,SH600346,2018-10-01
15632,SZ000703,SZ000059,2018-10-01
15633,SZ002241,SZ000021,2018-10-01
15634,SZ002241,SZ002475,2018-10-01
15635,SZ002241,SZ002925,2018-10-01
15636,SZ002241,SH601231,2018-10-01
15637,SZ002241,SZ300433,2018-10-01
15638,SZ002241,SZ300136,2018-10-01
15639,SZ002241,SH601138,2018-10-01
15640,SZ002353,SH601106,2018-10-01
15641,SZ002353,SH600169,2018-10-01
15642,SZ002353,SH601717,2018-10-01
15643,SZ002353,SH600320,2018-10-01
15644,SZ002353,SH601608,2018-10-01
15645,SH600157,SH600508,2018-10-01
15646,SH600157,SH601666,2018-10-01
15647,SH600157,SH600348,2018-10-01
15648,SH600157,SH601699,2018-10-01
15649,SH600157,SZ000983,2018-10-01
15650,SH600157,SH600395,2018-10-01
15651,SH600157,SZ000937,2018-10-01
15652,SH600157,SH600123,2018-10-01
15653,SH600340,SH600895,2018-10-01
15654,SH600340,SH600639,2018-10-01
15655,SH600340,SH600648,2018-10-01
15656,SH600340,SH600848,2018-10-01
15657,SH601238,SZ000572,2018-10-01
15658,SH601238,SH601127,2018-10-01
15659,SH601238,SH600733,2018-10-01
15660,SH601238,SH600104,2018-10-01
15661,SH601238,SZ000927,2018-10-01
15662,SH601238,SZ000625,2018-10-01
15663,SH601238,SH601633,2018-10-01
15664,SZ000596,SH600809,2018-10-01
15665,SZ000596,SH600519,2018-10-01
15666,SZ000596,SZ002304,2018-10-01
15667,SZ000596,SH600779,2018-10-01
15668,SZ000596,SZ000568,2018-10-01
15669,SZ000596,SZ000858,2018-10-01
15670,SZ000750,SH601162,2018-10-01
15671,SZ000750,SZ300059,2018-10-01
15672,SZ000750,SH601099,2018-10-01
15673,SZ000750,SH601788,2018-10-01
15674,SZ000750,SZ000783,2018-10-01
15675,SZ000750,SH601688,2018-10-01
15676,SZ000750,SZ000686,2018-10-01
15677,SZ000750,SH600030,2018-10-01
15678,SZ000750,SZ002797,2018-10-01
15679,SZ000750,SZ000728,2018-10-01
15680,SZ000750,SZ000712,2018-10-01
15681,SZ000750,SZ002736,2018-10-01
15682,SZ000750,SZ002945,2018-10-01
15683,SZ000750,SZ000166,2018-10-01
15684,SZ000750,SH601901,2018-10-01
15685,SZ000750,SZ002673,2018-10-01
15686,SZ000750,SH601878,2018-10-01
15687,SZ000750,SH601066,2018-10-01
15688,SZ000750,SH601236,2018-10-01
15689,SZ000750,SH600958,2018-10-01
15690,SZ000750,SZ002939,2018-10-01
15691,SZ000750,SH600999,2018-10-01
15692,SZ000750,SH601377,2018-10-01
15693,SZ000750,SH601881,2018-10-01
15694,SZ000750,SH601211,2018-10-01
15695,SZ000750,SH600369,2018-10-01
15696,SZ000750,SH601198,2018-10-01
15697,SZ000750,SZ000776,2018-10-01
15698,SZ000750,SH601555,2018-10-01
15699,SZ000750,SH600837,2018-10-01
15700,SZ000750,SH601375,2018-10-01
15701,SZ000750,SH600909,2018-10-01
15702,SZ000750,SH600109,2018-10-01
15703,SZ000750,SZ002500,2018-10-01
15704,SZ000750,SH601108,2018-10-01
15705,SZ000883,SZ000875,2018-10-01
15706,SZ002236,SZ002415,2018-10-01
15707,SZ002673,SH601162,2018-10-01
15708,SZ002673,SZ300059,2018-10-01
15709,SZ002673,SH601099,2018-10-01
15710,SZ002673,SH601788,2018-10-01
15711,SZ002673,SZ000783,2018-10-01
15712,SZ002673,SH601688,2018-10-01
15713,SZ002673,SZ000686,2018-10-01
15714,SZ002673,SZ000750,2018-10-01
15715,SZ002673,SH600030,2018-10-01
15716,SZ002673,SZ002797,2018-10-01
15717,SZ002673,SZ000728,2018-10-01
15718,SZ002673,SZ000712,2018-10-01
15719,SZ002673,SZ002736,2018-10-01
15720,SZ002673,SZ002945,2018-10-01
15721,SZ002673,SZ000166,2018-10-01
15722,SZ002673,SH601901,2018-10-01
15723,SZ002673,SH601878,2018-10-01
15724,SZ002673,SH601066,2018-10-01
15725,SZ002673,SH601236,2018-10-01
15726,SZ002673,SH600958,2018-10-01
15727,SZ002673,SZ002939,2018-10-01
15728,SZ002673,SH600999,2018-10-01
15729,SZ002673,SH601377,2018-10-01
15730,SZ002673,SH601881,2018-10-01
15731,SZ002673,SH601211,2018-10-01
15732,SZ002673,SH600369,2018-10-01
15733,SZ002673,SH601198,2018-10-01
15734,SZ002673,SZ000776,2018-10-01
15735,SZ002673,SH601555,2018-10-01
15736,SZ002673,SH600837,2018-10-01
15737,SZ002673,SH601375,2018-10-01
15738,SZ002673,SH600909,2018-10-01
15739,SZ002673,SH600109,2018-10-01
15740,SZ002673,SZ002500,2018-10-01
15741,SZ002673,SH601108,2018-10-01
15742,SH600403,SH601088,2018-10-01
15743,SH600403,SH600121,2018-10-01
15744,SH600403,SH600971,2018-10-01
15745,SH600403,SH601918,2018-10-01
15746,SH600403,SH601898,2018-10-01
15747,SH600403,SZ002128,2018-10-01
15748,SH600403,SH601101,2018-10-01
15749,SH600403,SH600188,2018-10-01
15750,SH600403,SH600546,2018-10-01
15751,SH600403,SH601225,2018-10-01
15752,SH600436,SH600535,2018-10-01
15753,SH600436,SZ002603,2018-10-01
15754,SH600436,SH603858,2018-10-01
15755,SH600436,SZ000999,2018-10-01
15756,SH600436,SZ002275,2018-10-01
15757,SH600436,SH600566,2018-10-01
15758,SH600436,SH600332,2018-10-01
15759,SH600436,SZ002424,2018-10-01
15760,SH600436,SH600085,2018-10-01
15761,SH600436,SZ000538,2018-10-01
15762,SH600436,SZ000423,2018-10-01
15763,SH600436,SH600518,2018-10-01
15764,SH600436,SH600252,2018-10-01
15765,SH603993,SH601958,2018-10-01
15766,SZ000156,SH600037,2018-10-01
15767,SZ000156,SZ000917,2018-10-01
15768,SZ000156,SH600959,2018-10-01
15769,SZ000156,SH601929,2018-10-01
15770,SZ000656,SH600649,2018-10-01
15771,SZ000656,SZ000631,2018-10-01
15772,SZ000656,SH600675,2018-10-01
15773,SZ000656,SZ000046,2018-10-01
15774,SZ000656,SZ000961,2018-10-01
15775,SZ000656,SH600208,2018-10-01
15776,SZ000656,SH600325,2018-10-01
15777,SZ000656,SZ000036,2018-10-01
15778,SZ000656,SZ002244,2018-10-01
15779,SZ000656,SH600239,2018-10-01
15780,SZ000656,SZ000718,2018-10-01
15781,SZ000656,SH600383,2018-10-01
15782,SZ000656,SZ000002,2018-10-01
15783,SZ000656,SH600823,2018-10-01
15784,SZ000656,SZ002146,2018-10-01
15785,SZ000656,SH600748,2018-10-01
15786,SZ000656,SH600266,2018-10-01
15787,SZ000656,SH600376,2018-10-01
15788,SZ000656,SZ000667,2018-10-01
15789,SZ000656,SZ000029,2018-10-01
15790,SZ000656,SZ000540,2018-10-01
15791,SZ000656,SH600606,2018-10-01
15792,SZ000656,SH600048,2018-10-01
15793,SZ000656,SZ000671,2018-10-01
15794,SZ000963,SH600812,2018-10-01
15795,SZ000963,SH600276,2018-10-01
15796,SZ000963,SZ002422,2018-10-01
15797,SZ000963,SH600196,2018-10-01
15798,SZ000963,SH600079,2018-10-01
15799,SZ000963,SZ002773,2018-10-01
15800,SZ000963,SH600851,2018-10-01
15801,SZ000963,SZ002653,2018-10-01
15802,SZ000963,SZ002294,2018-10-01
15803,SZ000963,SH600380,2018-10-01
15804,SZ000963,SZ000623,2018-10-01
15805,SZ000963,SH600521,2018-10-01
15806,SZ000963,SH600200,2018-10-01
15807,SZ000963,SH600062,2018-10-01
15808,SZ000963,SH600664,2018-10-01
15809,SZ000333,SZ000651,2018-10-01
15810,SH600079,SH600812,2018-10-01
15811,SH600079,SH600276,2018-10-01
15812,SH600079,SZ002422,2018-10-01
15813,SH600079,SH600196,2018-10-01
15814,SH600079,SZ002773,2018-10-01
15815,SH600079,SH600851,2018-10-01
15816,SH600079,SZ002653,2018-10-01
15817,SH600079,SZ002294,2018-10-01
15818,SH600079,SH600380,2018-10-01
15819,SH600079,SZ000623,2018-10-01
15820,SH600079,SH600521,2018-10-01
15821,SH600079,SZ000963,2018-10-01
15822,SH600079,SH600200,2018-10-01
15823,SH600079,SH600062,2018-10-01
15824,SH600079,SH600664,2018-10-01
15825,SH600705,SH600643,2018-10-01
15826,SH600705,SZ000617,2018-10-01
15827,SH600705,SH600390,2018-10-01
15828,SH600705,SH600061,2018-10-01
15829,SH601231,SZ000021,2018-10-01
15830,SH601231,SZ002475,2018-10-01
15831,SH601231,SZ002925,2018-10-01
15832,SH601231,SZ002241,2018-10-01
15833,SH601231,SZ300433,2018-10-01
15834,SH601231,SZ300136,2018-10-01
15835,SH601231,SH601138,2018-10-01
15836,SZ000826,SZ000068,2018-10-01
15837,SZ000831,SH600111,2018-10-01
15838,SZ000831,SH600259,2018-10-01
15839,SZ002065,SZ002195,2018-10-01
15840,SZ002065,SZ000938,2018-10-01
15841,SZ002065,SH600410,2018-10-01
15842,SZ002065,SZ000555,2018-10-01
15843,SZ002065,SH600718,2018-10-01
15844,SZ002065,SH600271,2018-10-01
15845,SZ002065,SH600797,2018-10-01
15846,SZ002065,SH600446,2018-10-01
15847,SZ002065,SZ300168,2018-10-01
15848,SZ002065,SZ300017,2018-10-01
15849,SZ002129,SH600438,2018-10-01
15850,SZ002129,SH601012,2018-10-01
15851,SZ002230,SH600588,2018-10-01
15852,SZ002653,SH600812,2018-10-01
15853,SZ002653,SH600276,2018-10-01
15854,SZ002653,SZ002422,2018-10-01
15855,SZ002653,SH600196,2018-10-01
15856,SZ002653,SH600079,2018-10-01
15857,SZ002653,SZ002773,2018-10-01
15858,SZ002653,SH600851,2018-10-01
15859,SZ002653,SZ002294,2018-10-01
15860,SZ002653,SH600380,2018-10-01
15861,SZ002653,SZ000623,2018-10-01
15862,SZ002653,SH600521,2018-10-01
15863,SZ002653,SZ000963,2018-10-01
15864,SZ002653,SH600200,2018-10-01
15865,SZ002653,SH600062,2018-10-01
15866,SZ002653,SH600664,2018-10-01
15867,SH600023,SH600642,2018-10-01
15868,SH600023,SH600578,2018-10-01
15869,SH600023,SH600027,2018-10-01
15870,SH600023,SH600795,2018-10-01
15871,SH600023,SH600098,2018-10-01
15872,SH600023,SZ000543,2018-10-01
15873,SH600023,SH601991,2018-10-01
15874,SH600023,SZ000767,2018-10-01
15875,SH600023,SZ000027,2018-10-01
15876,SH600023,SH600863,2018-10-01
15877,SH600023,SZ002608,2018-10-01
15878,SH600023,SZ000539,2018-10-01
15879,SH600023,SZ000690,2018-10-01
15880,SH600023,SH600021,2018-10-01
15881,SH600277,SH601216,2018-10-01
15882,SH600277,SZ002092,2018-10-01
15883,SH600633,SZ002624,2018-10-01
15884,SH600633,SZ300002,2018-10-01
15885,SH600633,SZ002174,2018-10-01
15886,SH600633,SZ002602,2018-10-01
15887,SH600633,SZ002555,2018-10-01
15888,SH600633,SZ002558,2018-10-01
15889,SH600633,SZ300315,2018-10-01
15890,SH600867,SZ002038,2018-10-01
15891,SH600867,SH600682,2018-10-01
15892,SH600867,SZ000661,2018-10-01
15893,SH601225,SH601088,2018-10-01
15894,SH601225,SH600121,2018-10-01
15895,SH601225,SH600971,2018-10-01
15896,SH601225,SH601918,2018-10-01
15897,SH601225,SH601898,2018-10-01
15898,SH601225,SZ002128,2018-10-01
15899,SH601225,SH601101,2018-10-01
15900,SH601225,SH600403,2018-10-01
15901,SH601225,SH600188,2018-10-01
15902,SH601225,SH600546,2018-10-01
15903,SH601929,SH600037,2018-10-01
15904,SH601929,SZ000917,2018-10-01
15905,SH601929,SH600959,2018-10-01
15906,SH601929,SZ000156,2018-10-01
15907,SZ000413,SZ000100,2018-10-01
15908,SZ000413,SZ002106,2018-10-01
15909,SZ000413,SH600666,2018-10-01
15910,SZ000413,SZ000725,2018-10-01
15911,SZ000413,SZ000536,2018-10-01
15912,SZ002252,SZ002007,2018-10-01
15913,SZ002252,SH600161,2018-10-01
15914,SZ002292,SZ300251,2018-10-01
15915,SZ002292,SZ300133,2018-10-01
15916,SZ002292,SZ300182,2018-10-01
15917,SZ002292,SZ300027,2018-10-01
15918,SZ002292,SH600977,2018-10-01
15919,SZ002400,SH600088,2018-10-01
15920,SZ002400,SZ002131,2018-10-01
15921,SZ002400,SZ300058,2018-10-01
15922,SZ002410,SZ300085,2018-10-01
15923,SZ002410,SZ002405,2018-10-01
15924,SZ002410,SH600602,2018-10-01
15925,SZ002410,SH600570,2018-10-01
15926,SZ002410,SH601519,2018-10-01
15927,SZ002410,SZ300033,2018-10-01
15928,SZ002410,SZ002153,2018-10-01
15929,SZ002410,SH600654,2018-10-01
15930,SZ002410,SZ000503,2018-10-01
15931,SZ002416,SZ000829,2018-10-01
15932,SZ002429,SH600060,2018-10-01
15933,SZ002429,SH600839,2018-10-01
15934,SZ002465,SZ002025,2018-10-01
15935,SZ002465,SZ002179,2018-10-01
15936,SZ002475,SZ000021,2018-10-01
15937,SZ002475,SZ002925,2018-10-01
15938,SZ002475,SH601231,2018-10-01
15939,SZ002475,SZ002241,2018-10-01
15940,SZ002475,SZ300433,2018-10-01
15941,SZ002475,SZ300136,2018-10-01
15942,SZ002475,SH601138,2018-10-01
15943,SH600038,SZ000768,2018-10-01
15944,SH600038,SH600760,2018-10-01
15945,SH600038,SH600372,2018-10-01
15946,SH600038,SH600316,2018-10-01
15947,SH600038,SZ002625,2018-10-01
15948,SH600038,SH600893,2018-10-01
15949,SH600373,SZ000793,2018-10-01
15950,SH600373,SH601801,2018-10-01
15951,SH600398,SH600177,2018-10-01
15952,SH600398,SZ002269,2018-10-01
15953,SH600398,SH601566,2018-10-01
15954,SH600398,SH601718,2018-10-01
15955,SH600570,SZ300085,2018-10-01
15956,SH600570,SZ002405,2018-10-01
15957,SH600570,SH600602,2018-10-01
15958,SH600570,SZ002410,2018-10-01
15959,SH600570,SH601519,2018-10-01
15960,SH600570,SZ300033,2018-10-01
15961,SH600570,SZ002153,2018-10-01
15962,SH600570,SH600654,2018-10-01
15963,SH600570,SZ000503,2018-10-01
15964,SH600578,SH600642,2018-10-01
15965,SH600578,SH600027,2018-10-01
15966,SH600578,SH600795,2018-10-01
15967,SH600578,SH600098,2018-10-01
15968,SH600578,SH600023,2018-10-01
15969,SH600578,SZ000543,2018-10-01
15970,SH600578,SH601991,2018-10-01
15971,SH600578,SZ000767,2018-10-01
15972,SH600578,SZ000027,2018-10-01
15973,SH600578,SH600863,2018-10-01
15974,SH600578,SZ002608,2018-10-01
15975,SH600578,SZ000539,2018-10-01
15976,SH600578,SZ000690,2018-10-01
15977,SH600578,SH600021,2018-10-01
15978,SH603288,SH600873,2018-10-01
15979,SZ002153,SZ300085,2018-10-01
15980,SZ002153,SZ002405,2018-10-01
15981,SZ002153,SH600602,2018-10-01
15982,SZ002153,SH600570,2018-10-01
15983,SZ002153,SZ002410,2018-10-01
15984,SZ002153,SH601519,2018-10-01
15985,SZ002153,SZ300033,2018-10-01
15986,SZ002153,SH600654,2018-10-01
15987,SZ002153,SZ000503,2018-10-01
15988,SZ300015,SZ002044,2018-10-01
15989,SZ300017,SZ002195,2018-10-01
15990,SZ300017,SZ000938,2018-10-01
15991,SZ300017,SH600410,2018-10-01
15992,SZ300017,SZ002065,2018-10-01
15993,SZ300017,SZ000555,2018-10-01
15994,SZ300017,SH600718,2018-10-01
15995,SZ300017,SH600271,2018-10-01
15996,SZ300017,SH600797,2018-10-01
15997,SZ300017,SH600446,2018-10-01
15998,SZ300017,SZ300168,2018-10-01
15999,SZ300027,SZ300251,2018-10-01
16000,SZ300027,SZ300133,2018-10-01
16001,SZ300027,SZ300182,2018-10-01
16002,SZ300027,SZ002292,2018-10-01
16003,SZ300027,SH600977,2018-10-01
16004,SZ300058,SH600088,2018-10-01
16005,SZ300058,SZ002400,2018-10-01
16006,SZ300058,SZ002131,2018-10-01
16007,SZ300133,SZ300251,2018-10-01
16008,SZ300133,SZ300182,2018-10-01
16009,SZ300133,SZ300027,2018-10-01
16010,SZ300133,SZ002292,2018-10-01
16011,SZ300133,SH600977,2018-10-01
16012,SZ300251,SZ300133,2018-10-01
16013,SZ300251,SZ300182,2018-10-01
16014,SZ300251,SZ300027,2018-10-01
16015,SZ300251,SZ002292,2018-10-01
16016,SZ300251,SH600977,2018-10-01
16017,SZ000166,SH601162,2018-10-01
16018,SZ000166,SZ300059,2018-10-01
16019,SZ000166,SH601099,2018-10-01
16020,SZ000166,SH601788,2018-10-01
16021,SZ000166,SZ000783,2018-10-01
16022,SZ000166,SH601688,2018-10-01
16023,SZ000166,SZ000686,2018-10-01
16024,SZ000166,SZ000750,2018-10-01
16025,SZ000166,SH600030,2018-10-01
16026,SZ000166,SZ002797,2018-10-01
16027,SZ000166,SZ000728,2018-10-01
16028,SZ000166,SZ000712,2018-10-01
16029,SZ000166,SZ002736,2018-10-01
16030,SZ000166,SZ002945,2018-10-01
16031,SZ000166,SH601901,2018-10-01
16032,SZ000166,SZ002673,2018-10-01
16033,SZ000166,SH601878,2018-10-01
16034,SZ000166,SH601066,2018-10-01
16035,SZ000166,SH601236,2018-10-01
16036,SZ000166,SH600958,2018-10-01
16037,SZ000166,SZ002939,2018-10-01
16038,SZ000166,SH600999,2018-10-01
16039,SZ000166,SH601377,2018-10-01
16040,SZ000166,SH601881,2018-10-01
16041,SZ000166,SH601211,2018-10-01
16042,SZ000166,SH600369,2018-10-01
16043,SZ000166,SH601198,2018-10-01
16044,SZ000166,SZ000776,2018-10-01
16045,SZ000166,SH601555,2018-10-01
16046,SZ000166,SH600837,2018-10-01
16047,SZ000166,SH601375,2018-10-01
16048,SZ000166,SH600909,2018-10-01
16049,SZ000166,SH600109,2018-10-01
16050,SZ000166,SZ002500,2018-10-01
16051,SZ000166,SH601108,2018-10-01
16052,SH600958,SH601162,2018-10-01
16053,SH600958,SZ300059,2018-10-01
16054,SH600958,SH601099,2018-10-01
16055,SH600958,SH601788,2018-10-01
16056,SH600958,SZ000783,2018-10-01
16057,SH600958,SH601688,2018-10-01
16058,SH600958,SZ000686,2018-10-01
16059,SH600958,SZ000750,2018-10-01
16060,SH600958,SH600030,2018-10-01
16061,SH600958,SZ002797,2018-10-01
16062,SH600958,SZ000728,2018-10-01
16063,SH600958,SZ000712,2018-10-01
16064,SH600958,SZ002736,2018-10-01
16065,SH600958,SZ002945,2018-10-01
16066,SH600958,SZ000166,2018-10-01
16067,SH600958,SH601901,2018-10-01
16068,SH600958,SZ002673,2018-10-01
16069,SH600958,SH601878,2018-10-01
16070,SH600958,SH601066,2018-10-01
16071,SH600958,SH601236,2018-10-01
16072,SH600958,SZ002939,2018-10-01
16073,SH600958,SH600999,2018-10-01
16074,SH600958,SH601377,2018-10-01
16075,SH600958,SH601881,2018-10-01
16076,SH600958,SH601211,2018-10-01
16077,SH600958,SH600369,2018-10-01
16078,SH600958,SH601198,2018-10-01
16079,SH600958,SZ000776,2018-10-01
16080,SH600958,SH601555,2018-10-01
16081,SH600958,SH600837,2018-10-01
16082,SH600958,SH601375,2018-10-01
16083,SH600958,SH600909,2018-10-01
16084,SH600958,SH600109,2018-10-01
16085,SH600958,SZ002500,2018-10-01
16086,SH600958,SH601108,2018-10-01
16087,SH601021,SZ000099,2018-10-01
16088,SH601021,SH600029,2018-10-01
16089,SH601021,SH603885,2018-10-01
16090,SH601021,SH601111,2018-10-01
16091,SH601021,SH600221,2018-10-01
16092,SH601021,SH600115,2018-10-01
16093,SZ000712,SH601162,2018-10-01
16094,SZ000712,SZ300059,2018-10-01
16095,SZ000712,SH601099,2018-10-01
16096,SZ000712,SH601788,2018-10-01
16097,SZ000712,SZ000783,2018-10-01
16098,SZ000712,SH601688,2018-10-01
16099,SZ000712,SZ000686,2018-10-01
16100,SZ000712,SZ000750,2018-10-01
16101,SZ000712,SH600030,2018-10-01
16102,SZ000712,SZ002797,2018-10-01
16103,SZ000712,SZ000728,2018-10-01
16104,SZ000712,SZ002736,2018-10-01
16105,SZ000712,SZ002945,2018-10-01
16106,SZ000712,SZ000166,2018-10-01
16107,SZ000712,SH601901,2018-10-01
16108,SZ000712,SZ002673,2018-10-01
16109,SZ000712,SH601878,2018-10-01
16110,SZ000712,SH601066,2018-10-01
16111,SZ000712,SH601236,2018-10-01
16112,SZ000712,SH600958,2018-10-01
16113,SZ000712,SZ002939,2018-10-01
16114,SZ000712,SH600999,2018-10-01
16115,SZ000712,SH601377,2018-10-01
16116,SZ000712,SH601881,2018-10-01
16117,SZ000712,SH601211,2018-10-01
16118,SZ000712,SH600369,2018-10-01
16119,SZ000712,SH601198,2018-10-01
16120,SZ000712,SZ000776,2018-10-01
16121,SZ000712,SH601555,2018-10-01
16122,SZ000712,SH600837,2018-10-01
16123,SZ000712,SH601375,2018-10-01
16124,SZ000712,SH600909,2018-10-01
16125,SZ000712,SH600109,2018-10-01
16126,SZ000712,SZ002500,2018-10-01
16127,SZ000712,SH601108,2018-10-01
16128,SZ002736,SH601162,2018-10-01
16129,SZ002736,SZ300059,2018-10-01
16130,SZ002736,SH601099,2018-10-01
16131,SZ002736,SH601788,2018-10-01
16132,SZ002736,SZ000783,2018-10-01
16133,SZ002736,SH601688,2018-10-01
16134,SZ002736,SZ000686,2018-10-01
16135,SZ002736,SZ000750,2018-10-01
16136,SZ002736,SH600030,2018-10-01
16137,SZ002736,SZ002797,2018-10-01
16138,SZ002736,SZ000728,2018-10-01
16139,SZ002736,SZ000712,2018-10-01
16140,SZ002736,SZ002945,2018-10-01
16141,SZ002736,SZ000166,2018-10-01
16142,SZ002736,SH601901,2018-10-01
16143,SZ002736,SZ002673,2018-10-01
16144,SZ002736,SH601878,2018-10-01
16145,SZ002736,SH601066,2018-10-01
16146,SZ002736,SH601236,2018-10-01
16147,SZ002736,SH600958,2018-10-01
16148,SZ002736,SZ002939,2018-10-01
16149,SZ002736,SH600999,2018-10-01
16150,SZ002736,SH601377,2018-10-01
16151,SZ002736,SH601881,2018-10-01
16152,SZ002736,SH601211,2018-10-01
16153,SZ002736,SH600369,2018-10-01
16154,SZ002736,SH601198,2018-10-01
16155,SZ002736,SZ000776,2018-10-01
16156,SZ002736,SH601555,2018-10-01
16157,SZ002736,SH600837,2018-10-01
16158,SZ002736,SH601375,2018-10-01
16159,SZ002736,SH600909,2018-10-01
16160,SZ002736,SH600109,2018-10-01
16161,SZ002736,SZ002500,2018-10-01
16162,SZ002736,SH601108,2018-10-01
16163,SZ300002,SZ002624,2018-10-01
16164,SZ300002,SZ002174,2018-10-01
16165,SZ300002,SZ002602,2018-10-01
16166,SZ300002,SH600633,2018-10-01
16167,SZ300002,SZ002555,2018-10-01
16168,SZ300002,SZ002558,2018-10-01
16169,SZ300002,SZ300315,2018-10-01
16170,SZ300059,SH601162,2018-10-01
16171,SZ300059,SH601099,2018-10-01
16172,SZ300059,SH601788,2018-10-01
16173,SZ300059,SZ000783,2018-10-01
16174,SZ300059,SH601688,2018-10-01
16175,SZ300059,SZ000686,2018-10-01
16176,SZ300059,SZ000750,2018-10-01
16177,SZ300059,SH600030,2018-10-01
16178,SZ300059,SZ002797,2018-10-01
16179,SZ300059,SZ000728,2018-10-01
16180,SZ300059,SZ000712,2018-10-01
16181,SZ300059,SZ002736,2018-10-01
16182,SZ300059,SZ002945,2018-10-01
16183,SZ300059,SZ000166,2018-10-01
16184,SZ300059,SH601901,2018-10-01
16185,SZ300059,SZ002673,2018-10-01
16186,SZ300059,SH601878,2018-10-01
16187,SZ300059,SH601066,2018-10-01
16188,SZ300059,SH601236,2018-10-01
16189,SZ300059,SH600958,2018-10-01
16190,SZ300059,SZ002939,2018-10-01
16191,SZ300059,SH600999,2018-10-01
16192,SZ300059,SH601377,2018-10-01
16193,SZ300059,SH601881,2018-10-01
16194,SZ300059,SH601211,2018-10-01
16195,SZ300059,SH600369,2018-10-01
16196,SZ300059,SH601198,2018-10-01
16197,SZ300059,SZ000776,2018-10-01
16198,SZ300059,SH601555,2018-10-01
16199,SZ300059,SH600837,2018-10-01
16200,SZ300059,SH601375,2018-10-01
16201,SZ300059,SH600909,2018-10-01
16202,SZ300059,SH600109,2018-10-01
16203,SZ300059,SZ002500,2018-10-01
16204,SZ300059,SH601108,2018-10-01
16205,SH600959,SH600037,2018-10-01
16206,SH600959,SZ000917,2018-10-01
